figure_id,strain,display_name,group,target_mic_operational_label,target_length,guidance_method,row_index,predicted_mic_umol,log2_predicted_mic,source_cache_id
ApexOracle_main_Fig3a,BAA-3170,E. coli AR-0349,Unconditional,1000,368,noise,9,104,6.70043993,baa3170_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3170,E. coli AR-0349,Unconditional,1000,368,noise,10,300,8.228818893,baa3170_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3170,E. coli AR-0349,Unconditional,1000,368,noise,11,225,7.813781261,baa3170_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3170,E. coli AR-0349,Unconditional,1000,368,noise,12,221,7.787902355,baa3170_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3170,E. coli AR-0349,Unconditional,1000,368,noise,13,328,8.357551575,baa3170_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3170,E. coli AR-0349,Unconditional,1000,368,noise,14,372,8.539158821,baa3170_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3170,E. coli AR-0349,Unconditional,1000,368,noise,15,232,7.857981205,baa3170_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3170,E. coli AR-0349,Unconditional,1000,368,noise,16,322,8.330917358,baa3170_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3170,E. coli AR-0349,Unconditional,1000,368,noise,17,470,8.876517296,baa3170_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3170,E. coli AR-0349,Unconditional,1000,368,noise,18,24.5,4.614709854,baa3170_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3170,E. coli AR-0349,Unconditional,1000,368,noise,19,109.5,6.774786949,baa3170_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3170,E. coli AR-0349,Unconditional,1000,368,noise,20,131,7.033422947,baa3170_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3170,E. coli AR-0349,Unconditional,1000,368,noise,21,80,6.321928024,baa3170_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3170,E. coli AR-0349,Unconditional,1000,368,noise,22,105.5,6.721099377,baa3170_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3170,E. coli AR-0349,Unconditional,1000,368,noise,23,268,8.06608963,baa3170_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,0,36.25,5.179909229,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,1,57.25,5.839203835,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,2,36,5.169925213,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,3,27.25,4.768184185,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,4,25.5,4.67242527,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,5,552,9.108524323,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,6,117.5,6.876516819,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,7,59.5,5.894817829,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,8,181,7.499845982,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,9,344,8.426264763,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,10,322,8.330917358,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,11,111,6.794415951,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,12,66.5,6.055282593,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,13,4.3125,2.108524561,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,14,175,7.451210976,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,15,52.75,5.721099377,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,16,13.25,3.727920532,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,17,87,6.442943573,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,18,18.125,4.179909229,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,19,29.375,4.876516819,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,20,154,7.266786575,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,21,22.375,4.48381567,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,22,85,6.409390926,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,23,191,7.577428818,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,24,37.5,5.228818893,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,25,81,6.339849949,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,26,89,6.47573328,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,27,136,7.087462902,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,28,54.75,5.774786949,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,29,378,8.562242508,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,30,126,6.97728014,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,31,62.5,5.965784073,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,32,91,6.507794857,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,33,8.875,3.149747133,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,34,107.5,6.748192787,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,35,184,7.523561954,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,36,104,6.70043993,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,37,91,6.507794857,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,38,18.625,4.219168663,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,39,15.0625,3.912889242,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,40,22.5,4.491853237,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,41,43.5,5.442943573,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,42,9.75,3.285402298,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,43,124.5,6.960001945,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,44,24.375,4.607330322,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,45,16.875,4.076815605,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,46,10.9375,3.451211214,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,47,27.625,4.787902355,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,48,15.3125,3.936637878,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,49,229,7.839203835,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,50,10.0625,3.330916882,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,51,344,8.426264763,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,52,146,7.189824581,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,53,21.125,4.400879383,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,54,78,6.285402298,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,55,8.0625,3.011227369,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,56,7.84375,2.97154355,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,57,171,7.417852402,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,58,31.25,4.965784073,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,59,59.5,5.894817829,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,60,90.5,6.499845982,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,61,16,4,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,62,13.75,3.781359673,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,63,6.0625,2.599912882,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,64,88,6.459431648,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,65,55.5,5.794415951,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,66,50,5.643856049,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,67,212,7.727920532,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,68,43.5,5.442943573,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,69,41.5,5.375039577,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,70,31.375,4.971543789,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,71,250,7.965784073,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,72,82.5,6.366322041,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,73,89,6.47573328,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,74,100,6.643856049,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,75,31.375,4.971543789,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,76,169,7.400879383,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,77,30.25,4.918863297,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,78,268,8.06608963,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,79,18.625,4.219168663,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,80,53,5.727920532,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,81,250,7.965784073,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,82,117.5,6.876516819,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,83,120,6.906890392,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,84,6.0625,2.599912882,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,85,55.5,5.794415951,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,86,278,8.118941307,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,87,205,7.679480076,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,88,49.75,5.636624813,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,89,7.9375,2.988684654,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,90,89,6.47573328,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,91,8.25,3.044394016,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,92,75.5,6.238404751,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,93,304,8.247927666,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,94,105.5,6.721099377,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,95,31.5,4.97728014,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,96,250,7.965784073,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,97,221,7.787902355,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,98,68,6.087462902,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,99,85,6.409390926,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,100,7.125,2.832890034,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,101,36.25,5.179909229,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,102,71,6.149746895,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,103,14.6875,3.876517057,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,104,80.5,6.330916882,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Guided,1,232,noise,105,49.75,5.636624813,baa3197_guided_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,0,21.375,4.417852402,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,1,544,9.087462425,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,2,11.3125,3.499845982,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,3,96,6.584962368,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,4,65.5,6.033422947,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,5,41.5,5.375039577,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,6,133,7.055282593,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,7,143,7.159871101,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,8,82.5,6.366322041,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,9,26.125,4.707359314,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,10,50.5,5.658211708,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,11,171,7.417852402,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,12,195,7.607330322,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,13,564,9.139551163,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,14,31.375,4.971543789,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,15,98,6.614709854,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,16,143,7.159871101,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,17,169,7.400879383,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,18,109.5,6.774786949,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,19,120,6.906890392,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,20,107.5,6.748192787,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,21,55.5,5.794415951,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,22,184,7.523561954,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,23,18.125,4.179909229,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,24,212,7.727920532,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,25,191,7.577428818,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,26,87,6.442943573,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,27,129,7.011227131,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,28,154,7.266786575,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,29,169,7.400879383,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,30,29.375,4.876516819,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,31,75,6.228818893,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,32,98,6.614709854,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,33,67,6.066089153,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,34,84,6.392317295,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,35,45.25,5.499845982,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,36,564,9.139551163,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,37,11.125,3.475733519,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,38,23.125,4.531381607,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,39,188,7.554588795,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,40,212,7.727920532,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,41,104,6.70043993,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,42,17.875,4.159871101,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,43,30.5,4.930737495,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,44,300,8.228818893,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,45,26.25,4.714245319,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,46,384,8.584962845,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,47,149,7.219168663,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,48,157,7.294620514,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,49,294,8.199672699,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,50,19.5,4.285402298,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,51,162,7.339849949,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,52,42.5,5.409390926,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,53,47.75,5.577428818,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,54,107.5,6.748192787,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,55,50.5,5.658211708,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,56,95,6.56985569,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,57,23.125,4.531381607,baa3197_unconditional_scoring_cache
ApexOracle_main_Fig3a,BAA-3197,P. aeruginosa PA5257,Unconditional,1000,232,noise,58,141,7.139551163,baa3197_unconditional_scoring_cache
